Date,Low,Open,Volume,High,Close,Adjusted Close
26-09-2002,0.2598209977,0.2696430087,208644800,0.2712500095,0.2624999881,0.2237597555
27-09-2002,0.2585709989,0.2587499917,206152800,0.2651790082,0.2628569901,0.2240640521
30-09-2002,0.2524999976,0.2571429908,237697600,0.260179013,0.2589290142,0.2207157165
01-10-2002,0.25,0.2605359852,342423200,0.2607139945,0.2591069937,0.2208674252
02-10-2002,0.2517859936,0.255892992,229348000,0.2612499893,0.2530359924,0.2156924456
03-10-2002,0.2510710061,0.2532140017,217896000,0.2607139945,0.2553569973,0.217670843
04-10-2002,0.2498210073,0.2564289868,190825600,0.2571429908,0.2505359948,0.2135613561
07-10-2002,0.2457139939,0.2494640052,244697600,0.2537499964,0.2458930016,0.2096035928
08-10-2002,0.2385710031,0.2482140064,453644800,0.249285996,0.2442860007,0.2082337588
09-10-2002,0.2394639999,0.2417860031,356686400,0.2473209947,0.2426789999,0.20686391
10-10-2002,0.2425000072,0.2433930039,321574400,0.2539289892,0.2519640028,0.2147786319
11-10-2002,0.2517859936,0.2544640005,294677600,0.2639290094,0.2591069937,0.2208674252
14-10-2002,0.2578569949,0.2598209977,194404000,0.2675000131,0.2637499869,0.2248251587
15-10-2002,0.2639290094,0.2717860043,405518400,0.2723209858,0.2707140148,0.2307614535
16-10-2002,0.2482140064,0.2653569877,307624800,0.2701790035,0.2599999905,0.2216286659
17-10-2002,0.249642998,0.2537499964,469296800,0.2567859888,0.2519640028,0.2147786319
18-10-2002,0.2487500012,0.25,288299200,0.256249994,0.2560710013,0.2182795256
21-10-2002,0.25,0.2546429932,238520800,0.2612499893,0.2599999905,0.2216286659
22-10-2002,0.2546429932,0.2583929896,218148000,0.2657139897,0.2624999881,0.2237597555
23-10-2002,0.2589290142,0.2612499893,209036800,0.2675000131,0.2657139897,0.2264992446
24-10-2002,0.2598209977,0.2682139874,174748000,0.2716070116,0.2623209953,0.2236071825
25-10-2002,0.2605359852,0.2623209953,279070400,0.2758930027,0.275357008,0.2347192168
28-10-2002,0.2723209858,0.2776789963,349300000,0.2848210037,0.2787500024,0.2376114577
29-10-2002,0.2671430111,0.2780359983,259179200,0.2835710049,0.27571401,0.2350235879
30-10-2002,0.2764289975,0.2766070068,270676000,0.2923209965,0.2853569984,0.243243441
31-10-2002,0.2842859924,0.2855359912,295836800,0.2935709953,0.2869639993,0.2446133047
01-11-2002,0.2837499976,0.2846429944,189828800,0.2946430147,0.2921429873,0.2490278333
04-11-2002,0.2919639945,0.2946430147,376818400,0.3103570044,0.3016070127,0.2570952475
05-11-2002,0.2919639945,0.2991069853,210694400,0.3028570116,0.3017860055,0.257247746
06-11-2002,0.2982139885,0.3050000072,216389600,0.3092859983,0.3075000048,0.2621185184
07-11-2002,0.2823210061,0.3025000095,336179200,0.3053570092,0.2857140005,0.2435477078
08-11-2002,0.2771430016,0.2858929932,190064000,0.2892859876,0.2828570008,0.2411123067
11-11-2002,0.2700000107,0.2810710073,152975200,0.2837499976,0.2707140148,0.2307614535
12-11-2002,0.2728570104,0.2735710144,223792800,0.286428988,0.2792859972,0.2380683869
13-11-2002,0.2728570104,0.2767859995,231739200,0.2869639993,0.2783930004,0.2373072207
14-11-2002,0.2817859948,0.2839289904,141713600,0.2930360138,0.2910709977,0.2481140643
15-11-2002,0.2814289927,0.2898209989,160994400,0.2899999917,0.2848210037,0.2427864671
18-11-2002,0.2771430016,0.2891069949,164578400,0.2892859876,0.2794640064,0.2382201403
19-11-2002,0.2680360079,0.2776789963,210952000,0.28125,0.2726790011,0.232436493
20-11-2002,0.2723209858,0.2732140124,208740000,0.2803570032,0.2773210108,0.2363933921
21-11-2002,0.28125,0.2839289904,418482400,0.2935709953,0.2919639945,0.2488752604
22-11-2002,0.2839289904,0.2873210013,227858400,0.2910709977,0.2858929932,0.2437002808
25-11-2002,0.280535996,0.2862499952,199427200,0.2882139981,0.2851789892,0.2430915684
26-11-2002,0.2726790011,0.2830359936,240262400,0.2839289904,0.2751789987,0.2345675081
27-11-2002,0.2758930027,0.2785710096,286798400,0.2832140028,0.2807140052,0.239285633
29-11-2002,0.2751789987,0.281964004,143432800,0.2835710049,0.2767859995,0.235937342
02-12-2002,0.2680360079,0.2839289904,398742400,0.287499994,0.271070987,0.2310657799
03-12-2002,0.2696430087,0.2714290023,227869600,0.2739289999,0.2707140148,0.2307614535
04-12-2002,0.2589290142,0.271070987,325757600,0.2712500095,0.2673209906,0.2278691977
05-12-2002,0.2594639957,0.2683930099,243398400,0.2692860067,0.2612499893,0.2226941735
06-12-2002,0.2592859864,0.2616069913,245358400,0.2712500095,0.2669639885,0.2275648862
09-12-2002,0.2619639933,0.2667860091,236084800,0.2669639885,0.2633930147,0.2245209217
10-12-2002,0.2630360126,0.2633930147,308610400,0.2758930027,0.2728570104,0.2325881273
11-12-2002,0.2692860067,0.2732140124,253500800,0.2766070068,0.2766070068,0.2357847244
12-12-2002,0.2680360079,0.2769640088,149340800,0.2776789963,0.2712500095,0.231218338
13-12-2002,0.2616069913,0.2703570127,164780000,0.2705360055,0.2641069889,0.2251296192
16-12-2002,0.2608929873,0.2644639909,251624800,0.2696430087,0.2651790082,0.2260433584
17-12-2002,0.2617860138,0.2651790082,222661600,0.2712500095,0.2692860067,0.2295442373
18-12-2002,0.2589290142,0.2642860115,150701600,0.2653569877,0.260179013,0.221781224
19-12-2002,0.2517859936,0.2594639957,347519200,0.2664290071,0.2535710037,0.2161484361
20-12-2002,0.2460709959,0.255178988,318096800,0.2599999905,0.2524999976,0.2152354866
23-12-2002,0.2521429956,0.2528569996,125826400,0.2598209977,0.2587499917,0.2205631286
24-12-2002,0.2553569973,0.2578569949,39340000,0.2583929896,0.2564289868,0.2185846418
26-12-2002,0.2549999952,0.2574999928,85422400,0.2644639909,0.2571429908,0.2191933244
27-12-2002,0.2501789927,0.25553599,80035200,0.2567859888,0.2510710061,0.2140173614
30-12-2002,0.2471430004,0.2514289916,155041600,0.2526789904,0.2512499988,0.2141699493
31-12-2002,0.2491070032,0.25,200726400,0.2564289868,0.255892992,0.2181277424
02-01-2003,0.256249994,0.2564289868,181428800,0.2664290071,0.2642860115,0.2252821475
